"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.35071019057095e-14,1.10942747600076,0.372,0.193,2.98277331383782e-10,"N8","LCMT1-AS2"
1.1850612098229e-13,1.24344798608215,0.306,0.149,2.61697066965192e-09,"N8","PLEKHH1"
1.43935649647806e-13,1.14984200592652,0.322,0.16,3.1785309511725e-09,"N8","PSG8"
1.5739820226709e-13,0.892011199687801,0.694,0.553,3.47582450066416e-09,"N8","TACC2"
4.31978686763133e-13,1.03083799664638,0.529,0.356,9.53938533979026e-09,"N8","NECTIN3"
6.07074124487309e-13,0.97254654496961,0.791,0.71,1.34060178910532e-08,"N8","GULP1"
4.82264392872718e-12,0.696395268941496,0.874,0.817,1.06498445878082e-07,"N8","NHSL1"
4.86946908328057e-12,1.37296966225693,0.23,0.101,1.07532485766085e-07,"N8","AC093827.4"
7.66312132296921e-12,1.11175799202995,0.332,0.182,1.69224708175129e-07,"N8","MTMR4"
8.84063805289651e-12,1.03123043324612,0.338,0.181,1.95227810122114e-07,"N8","EFHD1"
1.66384669982343e-11,1.18440329386172,0.429,0.279,3.67427266722008e-07,"N8","PLEKHA6"
2.04710193245639e-11,1.00263626964984,0.322,0.17,4.52061519744345e-07,"N8","ERV3-1"
3.30116423643019e-11,0.624602305006553,0.919,0.864,7.28996098330878e-07,"N8","FAM13A"
3.60199896926292e-11,1.58559684492498,0.217,0.096,7.95429432382331e-07,"N8","ATG9B"
5.55059385642006e-11,0.801406248450208,0.421,0.255,1.22573764131324e-06,"N8","BANP"
1.00847662276598e-10,1.19945390023507,0.22,0.099,2.22701892605411e-06,"N8","CRYBG2"
1.18962886729432e-10,0.940685261775405,0.56,0.418,2.62705742764604e-06,"N8","STAT5B"
1.49292862036652e-10,0.681075693562295,0.55,0.392,3.29683427235538e-06,"N8","ERVW-1"
1.64568220088412e-10,1.65170356183562,0.199,0.088,3.63416000421239e-06,"N8","ACOXL"
2.2044265642793e-10,1.74543577778414,0.12,0.038,4.86803518189798e-06,"N8","SH2D5"
4.02096376875093e-10,1.00532275946135,0.374,0.231,8.87949429053268e-06,"N8","HSD3B1"
4.06965872565783e-10,0.721424526841311,0.937,0.918,8.98702736387019e-06,"N8","RASA1"
4.1330085656885e-10,0.875286673122928,0.424,0.274,9.12692281560992e-06,"N8","ST5"
5.51223318076512e-10,0.923321813890106,0.542,0.416,1.21726645330836e-05,"N8","PRKCZ"
5.56375717674408e-10,0.902039400728613,0.306,0.166,1.2286444973404e-05,"N8","STK40"
6.32192067877636e-10,1.09468447867101,0.262,0.135,1.39606974349418e-05,"N8","GDPD5"
7.17447315419221e-10,0.7359770389187,0.335,0.19,1.58433890664026e-05,"N8","NAA11"
8.81352615187512e-10,1.13251655219675,0.327,0.188,1.94629098011858e-05,"N8","KLRD1"
9.68617689552727e-10,0.946356668817759,0.335,0.199,2.13899844383929e-05,"N8","PSG6"
9.7661231715734e-10,0.664184265005705,0.432,0.272,2.15665297997855e-05,"N8","CECR2"
1.02745900977168e-09,1.24935675889204,0.262,0.137,2.2689377312788e-05,"N8","KMO"
1.1106052999786e-09,1.68429548297023,0.165,0.068,2.45254968394274e-05,"N8","AC002460.2"
1.37989436937859e-09,0.774906451306616,0.416,0.263,3.04722073589875e-05,"N8","PISD"
1.79087044275179e-09,1.17197144417473,0.338,0.204,3.95477919872879e-05,"N8","OSMR-AS1"
2.04698937306717e-09,0.566296734827209,0.764,0.673,4.52036663254424e-05,"N8","ZNF83"
2.32359881448667e-09,1.04333844284947,0.285,0.157,5.13120326203092e-05,"N8","INHBA"
2.78819924515403e-09,0.785964888669405,0.77,0.713,6.15718039307364e-05,"N8","COBLL1"
3.00887044720987e-09,0.870089469058048,0.691,0.591,6.64448860857355e-05,"N8","SPTLC3"
3.45082325202877e-09,0.73785990684373,0.421,0.269,7.62045298745513e-05,"N8","ABHD12"
3.62222085884253e-09,0.634331966335556,0.463,0.308,7.99895032258197e-05,"N8","CDYL2"
4.08706114967959e-09,0.533394624049401,0.843,0.757,9.02545713683745e-05,"N8","AGAP1"
4.73134969787756e-09,0.754130962318068,0.369,0.222,0.00010448239537823,"N8","GABRE"
7.0654031777959e-09,1.00411979773192,0.411,0.276,0.000156025298375267,"N8","CCSAP"
8.53751274889981e-09,1.081127283002,0.377,0.254,0.000188533894033954,"N8","DEPDC1B"
9.23782671833591e-09,1.51246214029477,0.186,0.087,0.000203998927421012,"N8","AC020891.2"
9.31807356984711e-09,0.93506642303274,0.314,0.183,0.000205771018642934,"N8","C4orf19"
9.64202588161326e-09,0.418147612278975,0.893,0.848,0.000212924857543666,"N8","SYNE2"
1.05801877341568e-08,1.21348052672614,0.238,0.126,0.000233642285733385,"N8","TCL6"
1.05980852565807e-08,1.19010404374969,0.254,0.139,0.000234037516721071,"N8","TRPV6"
1.11984780764067e-08,0.845914766081724,0.495,0.356,0.000247295991361288,"N8","FDX1"
1.35777840282438e-08,0.95641555259196,0.327,0.199,0.000299838204695708,"N8","BMP1"
1.54170436889633e-08,0.882828796762779,0.312,0.186,0.000340454575783376,"N8","GLDN"
1.55304716632419e-08,0.719813310511729,0.387,0.247,0.00034295940573937,"N8","FLVCR2"
1.67805967404641e-08,1.11266221960007,0.215,0.108,0.00037056591781967,"N8","EPS8L1"
1.68264856027076e-08,1.01326964704836,0.374,0.236,0.000371579281564591,"N8","AGPAT5"
1.99693807381744e-08,0.448120005876484,0.979,0.96,0.000440983834841106,"N8","KMT2C"
2.03875052690808e-08,1.02426635418402,0.272,0.154,0.000450217278857112,"N8","PHYHIPL"
2.27885923092293e-08,0.752500646686079,0.453,0.323,0.00050324048396471,"N8","NIBAN2"
2.28379095901761e-08,0.736210058647033,0.304,0.174,0.000504329557479859,"N8","AC139887.2"
2.49562671137041e-08,0.75164813267401,0.291,0.164,0.000551109246671927,"N8","AC009879.4"
2.57320412848252e-08,1.36650578667878,0.175,0.082,0.000568240667692795,"N8","FANK1"
3.07854121502423e-08,0.508903305314523,0.77,0.689,0.000679834256513801,"N8","ANK3"
3.08625283754348e-08,1.08243132076044,0.215,0.108,0.000681537214114727,"N8","AL109761.1"
3.13194016071638e-08,0.509952137092189,0.885,0.854,0.000691626345690998,"N8","CRIM1"
3.17698083877158e-08,0.576047632312723,0.882,0.822,0.000701572678625927,"N8","ZNF292"
3.39741683743765e-08,0.366903704226171,0.984,0.973,0.000750251560211357,"N8","FTX"
3.55543050477589e-08,1.76512945651426,0.228,0.125,0.000785145718369659,"N8","MCPH1-AS1"
3.68584286353743e-08,0.733246368776221,0.309,0.179,0.00081394467955497,"N8","CBR3-AS1"
4.5819051329587e-08,0.457725098484931,0.717,0.637,0.00101182211051127,"N8","SEMA6A"
4.75300657851927e-08,0.451935933141752,0.819,0.753,0.00104960644273441,"N8","TUSC3"
5.84747383377636e-08,1.64965223909433,0.105,0.037,0.00129129764671283,"N8","MORN3"
5.89926228149454e-08,0.911528318859564,0.306,0.186,0.00130273408962244,"N8","CTDSP1"
6.02726407138524e-08,1.11040271241794,0.513,0.398,0.001331000724884,"N8","AC022872.1"
6.38824209272557e-08,1.08528578066876,0.209,0.108,0.00141071550133659,"N8","COL28A1"
6.43327497332645e-08,1.02796096592119,0.366,0.241,0.00142066011235968,"N8","MIR4713HG"
6.50487262357753e-08,0.477903488210747,0.683,0.577,0.00143647102146463,"N8","PDZD2"
6.54599029595156e-08,0.931395343182602,0.466,0.342,0.00144555103705498,"N8","ZNF117"
6.68224504137241e-08,1.0481447594873,0.668,0.613,0.00147564017248627,"N8","LINC01949"
7.04818120012815e-08,1.08116967219653,0.165,0.075,0.0015564498544243,"N8","UNKL"
7.21244663625601e-08,1.19382912496898,0.202,0.103,0.00159272459068442,"N8","AC211486.5"
7.3672607587888e-08,1.11527347200922,0.39,0.276,0.00162691219336333,"N8","KYNU"
7.77237656285176e-08,1.22672683038517,0.186,0.091,0.00171637391637455,"N8","NPFFR2"
8.33026978819154e-08,0.743181071523569,0.631,0.519,0.00183957347732634,"N8","ARHGAP17"
8.69420787356709e-08,0.58442230889085,0.67,0.587,0.00191994192471982,"N8","DLG5"
9.15630023287167e-08,1.3355172491303,0.217,0.116,0.00202198578042505,"N8","RIPOR2"
9.44963690247321e-08,0.635152669399213,0.385,0.252,0.00208676331717316,"N8","C16orf74"
9.56215948595491e-08,0.545380226291496,0.636,0.523,0.00211161167928342,"N8","SORBS1"
9.58104083042077e-08,0.963859296917638,0.353,0.232,0.00211578124658182,"N8","TRIM25"
9.64678957077145e-08,1.15892138006416,0.209,0.11,0.00213030054091346,"N8","CD200"
9.9470900725926e-08,0.998363469918649,0.38,0.262,0.00219661590073062,"N8","MIR100HG"
1.00769749464845e-07,0.675293228734518,0.733,0.659,0.00222529837743217,"N8","OPHN1"
1.01306028463063e-07,1.02738212565004,0.267,0.153,0.00223714102654982,"N8","ADGRL3"
1.09543942296331e-07,0.786861665393262,0.495,0.367,0.00241905887772987,"N8","MICU3"
1.14208254969194e-07,0.679116674280189,0.469,0.34,0.00252206089448472,"N8","COG3"
1.14916991750846e-07,0.789829897142589,0.236,0.126,0.00253771192883392,"N8","LRP8"
1.18665488417746e-07,0.786723986274767,0.424,0.293,0.00262048998072908,"N8","TPD52"
1.2545113455395e-07,0.450397171536622,0.83,0.788,0.00277033740435488,"N8","SCAPER"
1.27789860730209e-07,0.949680852410324,0.275,0.162,0.00282198349450521,"N8","HSPB8"
1.31761139743977e-07,0.944899293635422,0.241,0.131,0.00290968124896625,"N8","ADHFE1"
1.34999842619528e-07,0.342752439738954,0.927,0.901,0.00298120152456704,"N8","NFAT5"
1.39872533882593e-07,0.941832990587639,0.27,0.158,0.00308880516572931,"N8","MYO5B"
1.59512560447336e-07,0.746488763044287,0.28,0.163,0.00352251587235853,"N8","NUP50-DT"
1.66267154077457e-07,0.738552249334761,0.699,0.628,0.00367167756349249,"N8","NEBL"
1.69334758525137e-07,0.841968197600852,0.649,0.561,0.00373941947251061,"N8","MAN1C1"
1.69552060394542e-07,0.951098560462883,0.319,0.202,0.00374421814969268,"N8","MAOA"
1.70346986059644e-07,0.613337298816485,0.597,0.461,0.00376177249315512,"N8","CSF3R"
1.71571901525309e-07,0.773963083015931,0.576,0.467,0.0037888223013834,"N8","LINC01090"
1.80332640059519e-07,0.38768808185627,0.746,0.668,0.00398228569043437,"N8","MAST4"
1.9746428998952e-07,0.669077737681978,0.361,0.234,0.00436060391583856,"N8","GLRX"
1.98105685262078e-07,1.05926207417453,0.285,0.171,0.00437476784764247,"N8","SH3TC2"
1.9884011150765e-07,0.899471025423958,0.267,0.158,0.00439098618242344,"N8","NPAS2"
2.0487792223996e-07,0.673158991978958,0.508,0.378,0.00452431915682504,"N8","SNRNP70"
2.07333913709012e-07,0.622839407960362,0.558,0.436,0.0045785548164361,"N8","KDM7A"
2.2646228520527e-07,1.2098222783642,0.178,0.088,0.00500096664418799,"N8","NOS3"
2.34372979078015e-07,0.603582590398343,0.38,0.249,0.00517565849697981,"N8","SYMPK"
2.3473737418709e-07,0.579315659600256,0.644,0.554,0.00518370543417351,"N8","RPS6KA5"
2.37864917885931e-07,1.55459836207659,0.199,0.106,0.00525277098167501,"N8","SLC26A7"
2.48887798668544e-07,0.626110045226984,0.241,0.131,0.00549618925799747,"N8","SDC1"
2.57297613716799e-07,0.407360260320175,0.969,0.955,0.00568190320370807,"N8","RBMS1"
2.67028118362918e-07,1.00320244647442,0.482,0.39,0.00589678193780832,"N8","PLAC4"
2.71324890424117e-07,0.610315493322223,0.377,0.252,0.00599166755523577,"N8","PSG2"
2.74681063448328e-07,0.783834991431096,0.657,0.548,0.00606578192412943,"N8","RBBP6"
2.79552812284145e-07,1.16422541192409,0.152,0.069,0.00617336475367077,"N8","TNS4"
2.81806397867204e-07,0.760842754202378,0.547,0.441,0.00622313068410148,"N8","LRRC1"
3.3272267189483e-07,0.888486950056792,0.382,0.26,0.00734751476345353,"N8","OSMR"
3.58280615142722e-07,0.536884308932378,0.516,0.384,0.00791191082419672,"N8","PITPNA"
3.6273950604872e-07,0.558856700541093,0.364,0.232,0.00801037651207389,"N8","KLHL22"
3.94324203719382e-07,0.982136592289745,0.128,0.055,0.0087078613907351,"N8","STAT4"
3.95160999096204e-07,0.799492994493308,0.272,0.162,0.00872634034304147,"N8","SLC2A11"
4.05398635030828e-07,0.889738311954041,0.22,0.12,0.00895241805738577,"N8","BCAR4"
4.05831741782298e-07,1.27866198562838,0.597,0.528,0.00896198235377848,"N8","CYP19A1"
4.69447806737514e-07,0.655408705947816,0.296,0.177,0.0103668159161845,"N8","PSG1"
4.93554553851669e-07,0.863358932564554,0.183,0.091,0.0108991652127064,"N8","EPS8L2"
5.10725903105759e-07,0.565461729535923,0.61,0.496,0.0112783601182845,"N8","ATXN7"
5.38212519192349e-07,0.520779553309767,0.634,0.51,0.0118853470613246,"N8","CCDC18-AS1"
5.3990129993336e-07,0.482083842502402,0.639,0.522,0.0119226404064284,"N8","LARP1B"
5.73643013822993e-07,1.2564591288587,0.118,0.049,0.0126677586742531,"N8","RRS1-AS1"
5.749964830239e-07,1.60128921753293,0.105,0.041,0.0126976473346168,"N8","AC022146.2"
6.02095301018151e-07,0.651009788295581,0.864,0.842,0.0132960705323838,"N8","FNDC3A"
6.18535441429582e-07,0.702963416234556,0.615,0.543,0.0136591181530895,"N8","SLC43A2"
7.3545333230107e-07,0.792462553057246,0.56,0.442,0.0162410159372045,"N8","EXPH5"
7.37759758290406e-07,0.824387119178957,0.259,0.152,0.016291948742327,"N8","BCORL1"
7.55779312022343e-07,0.389065792541535,0.66,0.536,0.0166898745473894,"N8","SLAIN2"
7.87940156739547e-07,0.765385140173044,0.298,0.189,0.0174000824812794,"N8","SPIRE2"
7.9628699452936e-07,0.552404192183565,0.825,0.811,0.0175844057001919,"N8","ADK"
8.16517810072761e-07,0.553009671541468,0.56,0.435,0.0180311627998368,"N8","TDRP"
8.20717292749592e-07,0.745899985034211,0.618,0.509,0.0181238999757892,"N8","CYTH3"
8.63333709897709e-07,0.725983415117963,0.317,0.2,0.0190649983156711,"N8","ANKRD13A"
8.6698337609724e-07,0.743069716707108,0.49,0.364,0.0191455938943553,"N8","ADGRG6"
9.12207607742045e-07,0.394329542655578,0.77,0.694,0.0201442806017676,"N8","TTC7B"
9.67031998048518e-07,0.76352580708949,0.725,0.677,0.0213549676129054,"N8","PHLDB2"
9.98132683526327e-07,0.96491660370068,0.338,0.226,0.0220417640503119,"N8","LINC02615"
1.01260396401925e-06,0.673791592679746,0.702,0.657,0.0223613333374372,"N8","GRIP1"
1.06912793425498e-06,0.857941370656143,0.309,0.201,0.0236095521721527,"N8","ENTPD1"
1.11301485905634e-06,0.714097248176881,0.249,0.145,0.0245787071325411,"N8","RDH13"
1.13135783925956e-06,0.688010226825093,0.644,0.585,0.024983775164369,"N8","SHANK2"
1.15573758745704e-06,0.647032366601404,0.353,0.238,0.0255221531438138,"N8","PSG5"
1.16419456751766e-06,0.354913151921298,0.877,0.873,0.0257089086344926,"N8","N4BP2L2"
1.30207391913009e-06,0.458478548368601,0.249,0.143,0.0287536983561499,"N8","SEMA3B"
1.34446415487842e-06,0.741047524056309,0.28,0.174,0.0296898019321801,"N8","SMARCB1"
1.37801623825254e-06,0.787749586701541,0.534,0.447,0.0304307325893309,"N8","TENT5A"
1.40846961467166e-06,1.18157674643521,0.165,0.084,0.0311032345007942,"N8","PSG7"
1.42826328895515e-06,0.731501789917908,0.34,0.224,0.0315403382099965,"N8","SLC19A2"
1.43105757054196e-06,0.473848417538374,0.864,0.836,0.0316020443302782,"N8","BRWD1"
1.45015564810645e-06,0.796625458651442,0.23,0.132,0.0320237871771348,"N8","MAFK"
1.46467048111165e-06,0.318967561927924,1,0.996,0.0323443182343887,"N8","MALAT1"
1.4862503540783e-06,0.724940366398566,0.408,0.287,0.032820866569111,"N8","DUSP16"
1.49619235217497e-06,1.00169165098687,0.233,0.136,0.0330404157130799,"N8","EPHA1-AS1"
1.53389030549248e-06,0.551305455163861,0.738,0.656,0.0338728996161905,"N8","RHOBTB1"
1.64710442367652e-06,0.797371446155208,0.186,0.099,0.0363730069880487,"N8","ANO2"
1.79224284929061e-06,0.761455252512913,0.298,0.188,0.0395780988408844,"N8","INPP5F"
1.79900653982821e-06,1.00790932560795,0.22,0.127,0.0397274614190265,"N8","MAFF"
1.86481501137224e-06,0.575791534389352,0.895,0.899,0.0411807098961331,"N8","EXOC6B"
1.95349353194663e-06,0.456832933141227,0.579,0.465,0.0431389976659775,"N8","PRKCH"
2.08777617759744e-06,0.709371460786821,0.542,0.446,0.0461043613298844,"N8","LIMCH1"
2.14253309117256e-06,0.623180027733137,0.353,0.236,0.0473135582523637,"N8","TBX3"
2.14642558004878e-06,0.376613546654369,0.793,0.746,0.0473995160842173,"N8","LCOR"
2.30668437037332e-06,0.794042148429503,0.202,0.111,0.050938510950954,"N8","SLC22A5"
2.42285474130237e-06,0.689348504094755,0.647,0.563,0.0535039012521803,"N8","AZIN1"
2.51592050936809e-06,0.772517348899348,0.306,0.201,0.0555590726083756,"N8","ST3GAL4"
2.66650344658997e-06,0.874192167586591,0.238,0.141,0.0588843956110463,"N8","NEURL1"
2.74124729192799e-06,0.790470099079382,0.348,0.241,0.0605349639476458,"N8","CHODL"
2.80229536572333e-06,1.08453652329493,0.217,0.127,0.0618830885612683,"N8","AL139383.1"
2.91088621806096e-06,0.627231955841981,0.298,0.189,0.0642811003534402,"N8","PARD6B"
3.00928366205778e-06,0.471782387905796,0.406,0.278,0.066454011109222,"N8","WWC1"
3.04201563539471e-06,0.601068253687421,0.343,0.231,0.0671768312764214,"N8","PIK3C2B"
3.13276944291432e-06,1.43292856784457,0.126,0.058,0.0691809476078768,"N8","SYT12"
3.16643243295644e-06,0.762381838955098,0.217,0.123,0.0699243274169771,"N8","GFOD2"
3.17453298574281e-06,0.643791120817823,0.314,0.202,0.0701032119241585,"N8","STK17A"
3.18869344782991e-06,1.15558649365021,0.152,0.077,0.0704159174084279,"N8","AC004784.1"
3.39601324475243e-06,0.54500935418733,0.435,0.314,0.0749941604838678,"N8","CPPED1"
4.01812984299906e-06,0.717166239594717,0.178,0.096,0.0887323613229482,"N8","GREM2"
4.04647522973396e-06,0.43253596550228,0.84,0.775,0.0893583124982151,"N8","MFSD4B"
4.10986606874225e-06,0.878639164100445,0.194,0.107,0.0907581723960352,"N8","ABHD17C"
4.20362214290661e-06,1.40955781602442,0.113,0.05,0.0928285877818066,"N8","LINC02840"
4.45557968366092e-06,0.567831335111068,0.723,0.641,0.0983925661542841,"N8","ZFAT"
4.5067031538734e-06,0.422693291093669,0.615,0.512,0.0995215257469863,"N8","MB21D2"
4.64392258829038e-06,1.16613500193272,0.134,0.064,0.102551742517217,"N8","TCHH"
4.68997322869905e-06,0.72099102081459,0.257,0.158,0.103568678809361,"N8","AC104162.2"
4.90354269782527e-06,0.501466189807653,0.351,0.232,0.108284933396075,"N8","RIN3"
5.28596029004656e-06,0.351215627003259,0.804,0.788,0.116729861085098,"N8","BRAF"
5.29815986103252e-06,1.23040248852857,0.126,0.059,0.116999264211181,"N8","PSMD6-AS2"
5.31317292788322e-06,0.607832063399701,0.416,0.297,0.117330797766445,"N8","PRRG1"
5.42215641083733e-06,1.14401219103458,0.12,0.055,0.119737480020521,"N8","AC079193.2"
5.69273001324872e-06,0.606039617086334,0.285,0.18,0.125712556882571,"N8","ZNF587B"
5.93379530318567e-06,0.553840314323023,0.382,0.263,0.131036001680249,"N8","SIN3B"
6.23560471484126e-06,0.737428199182769,0.223,0.13,0.13770085891784,"N8","STYXL1"
6.30186493004262e-06,0.960692017838954,0.183,0.101,0.139164083250131,"N8","OLAH"
6.32756187651055e-06,1.1046497587638,0.215,0.127,0.139731548918983,"N8","AC079760.1"
6.56854675514861e-06,0.635501750751295,0.455,0.348,0.145053217993947,"N8","LINC00894"
6.66874275367902e-06,0.557656455013555,0.408,0.294,0.147265846229494,"N8","TFAP2A"
6.71880095030745e-06,0.782564049850285,0.359,0.249,0.14837128138564,"N8","SPATA13"
6.88357994331075e-06,0.735382113120212,0.186,0.101,0.152010095888131,"N8","RNF207"
6.9125021539204e-06,0.62144288719708,0.631,0.562,0.152648785065024,"N8","SLC38A1"
7.15508151404862e-06,0.696019211425304,0.445,0.345,0.158005665074736,"N8","SIAH1"
7.49730490185159e-06,0.535864669465097,0.832,0.803,0.165562984147589,"N8","NEK7"
7.76105470459052e-06,0.675409986505695,0.259,0.162,0.171387371041473,"N8","NUP50"
7.85499791175689e-06,0.894324065013695,0.186,0.103,0.173461918885327,"N8","CATSPERB"
7.88642072864023e-06,1.15282064865184,0.141,0.071,0.174155828950562,"N8","ZNF384"
8.08112691314927e-06,0.627277657155763,0.628,0.558,0.178455525623075,"N8","VGLL3"
8.16878903757827e-06,0.431859623652322,0.712,0.628,0.180391368316841,"N8","RIMKLB"
8.32480491614926e-06,0.778005912628899,0.798,0.774,0.183836666963324,"N8","RYBP"
8.33462535571848e-06,0.974747613060374,0.162,0.086,0.184053531730331,"N8","AP001207.3"
8.95623666992676e-06,0.745886549554992,0.366,0.258,0.197780574381993,"N8","ABCA5"
9.43939305451337e-06,1.0705209590437,0.141,0.071,0.208450116822819,"N8","RNF17"
9.65986633025332e-06,0.418701922281099,0.853,0.839,0.213318828170984,"N8","RASAL2"
9.71445063378917e-06,1.22201470303585,0.149,0.078,0.214524213345966,"N8","LINC00578"
9.7258001656369e-06,0.624679710862866,0.521,0.432,0.21477484505776,"N8","MPP5"
9.73763034141111e-06,0.610793416648859,0.537,0.419,0.215036090829382,"N8","LINC01004"
9.89921671715382e-06,0.447397463328957,0.565,0.444,0.218604402764908,"N8","SLC44A1"
9.9859082920108e-06,0.637148193202045,0.359,0.253,0.220518812812475,"N8","PSG4"
1.03642745785745e-05,0.935146095460396,0.173,0.095,0.228874275518661,"N8","ZNF862"
1.040956851059e-05,0.458265202609054,0.594,0.483,0.229874501419358,"N8","DHRSX"
1.05185880627237e-05,0.870668174265017,0.304,0.209,0.232281980189128,"N8","LSS"
1.06545743431881e-05,0.464734523176543,0.398,0.28,0.235284965220622,"N8","USP43"
1.08008357066427e-05,0.699339363194681,0.22,0.129,0.23851485490979,"N8","AL357153.2"
1.10916689015569e-05,0.398541000636354,0.432,0.31,0.24493732435308,"N8","AC097376.3"
1.127304104578e-05,0.284328949405064,0.859,0.816,0.248942565413959,"N8","RICTOR"
1.14364363743974e-05,0.570890613662813,0.662,0.579,0.252550824455818,"N8","SOS2"
1.1492787694157e-05,0.768296735592947,0.322,0.219,0.253795230650069,"N8","SLC7A2"
1.16501959962378e-05,0.551172421443357,0.283,0.18,0.25727127818492,"N8","EFL1"
1.17794845598645e-05,0.696752456394823,0.312,0.212,0.260126357535487,"N8","TMEM108"
1.1787105387076e-05,0.622810626875687,0.251,0.154,0.2602946482628,"N8","SERINC2"
1.2095111493606e-05,1.05572395711562,0.23,0.143,0.267096347113301,"N8","CDO1"
1.23510167378681e-05,0.711827385141316,0.246,0.152,0.27274750262234,"N8","ADM"
1.25250483702657e-05,0.331639194210349,0.848,0.795,0.276590643160577,"N8","SIK3"
1.2606613355916e-05,0.495876429832271,0.251,0.152,0.278391842738693,"N8","PPP1R13L"
1.27534544709981e-05,0.515258996811672,0.704,0.647,0.281634535083051,"N8","AKT3"
1.2795041323155e-05,0.441788591510463,0.62,0.52,0.282552897539231,"N8","PIP5K1A"
1.29308248939694e-05,0.325287212924816,0.882,0.861,0.285551406133526,"N8","EPAS1"
1.29658298144208e-05,1.24116352564442,0.113,0.052,0.286324419791854,"N8","KIAA0319"
1.31245527153951e-05,0.443833176824799,0.835,0.811,0.289829497614071,"N8","NCOA3"
1.36783441646804e-05,0.580566747749776,0.325,0.217,0.302058874188638,"N8","CSMD1"
1.46179227762404e-05,0.357669545572807,0.777,0.714,0.322807588667716,"N8","GSE1"
1.53623498716649e-05,0.835029316572685,0.17,0.093,0.339246772215976,"N8","THOP1"
1.57751966955129e-05,0.597733059769545,0.385,0.275,0.348363668627012,"N8","SLC19A3"
1.5846777458777e-05,0.551710433942604,0.723,0.698,0.349944386622172,"N8","EGFR"
1.63808386413628e-05,0.962181635979441,0.165,0.09,0.361738059717215,"N8","ZNF777"
1.64573862585555e-05,0.699944393625394,0.264,0.169,0.363428460747682,"N8","HEXIM1"
1.71506555088635e-05,0.8051260842391,0.207,0.124,0.378737925602232,"N8","CLMN"
1.76037444237858e-05,0.518278646010033,0.398,0.3,0.388743488110463,"N8","DYSF"
1.91109596332553e-05,0.531697227950875,0.487,0.376,0.422027321581177,"N8","DNMT3A"
1.94930949528798e-05,0.289157541129092,0.788,0.738,0.430466015844444,"N8","R3HDM2"
2.05987308131355e-05,0.680066330917046,0.366,0.263,0.454881772546471,"N8","AMFR"
2.08039834087879e-05,0.834817865166392,0.976,0.97,0.459414365616263,"N8","NEAT1"
2.1363583459749e-05,0.94594909905987,0.178,0.101,0.471772013541638,"N8","AC110619.1"
2.17007223478071e-05,0.595617524053233,0.225,0.135,0.479217051606624,"N8","AC083843.3"
2.28281412113113e-05,0.537461040917228,0.62,0.531,0.504113842369388,"N8","CLIP4"
2.32573790073174e-05,0.496834293867724,0.33,0.223,0.513592700618591,"N8","GOLGA5"
2.35534570835958e-05,0.467191290031612,0.385,0.272,0.520130992777047,"N8","OTUD4"
2.38332878134091e-05,0.506987010228614,0.236,0.143,0.526310494783512,"N8","STRA6"
2.42788805214452e-05,0.817800820605501,0.293,0.198,0.536150518555075,"N8","PCDH11Y"
2.49126640917157e-05,0.482409267588986,0.563,0.456,0.550146361137358,"N8","STS"
2.51909030237905e-05,0.726661343628635,0.254,0.164,0.556290711474366,"N8","LINC02245"
2.56481898149394e-05,0.556869568945187,0.34,0.238,0.566388975683308,"N8","FHDC1"
2.56482352605384e-05,1.01757555297324,0.144,0.075,0.566389979258469,"N8","LINC01119"
2.5908481145659e-05,0.5765253486341,0.327,0.225,0.572136989139588,"N8","LINC02583"
2.6129329459836e-05,0.456448285285428,0.594,0.491,0.577013982461558,"N8","PTPN1"
2.66263503240431e-05,0.825223803677783,0.217,0.133,0.587989694205843,"N8","SZT2"
2.75298437079794e-05,0.962428393462877,0.257,0.17,0.607941538603308,"N8","MYLK"
2.79017406375254e-05,0.528317321661817,0.372,0.267,0.616154138498472,"N8","MYLIP"
2.87170907920481e-05,0.370855242436096,0.788,0.731,0.634159515960798,"N8","SECISBP2L"
2.94037422728095e-05,0.727065101747103,0.199,0.119,0.649322840610453,"N8","C1QTNF6"
2.96296232680195e-05,0.800980021659311,0.369,0.267,0.654310970627675,"N8","ACER2"
3.25257783803825e-05,0.561186620962796,0.168,0.092,0.718266763973986,"N8","ASXL3"
3.27621007303277e-05,0.443174307121254,0.812,0.792,0.723485470427826,"N8","MAN1A2"
3.52747231913419e-05,0.474788187840466,0.39,0.277,0.778971712234402,"N8","ETV5"
3.55220659358408e-05,0.452413294986219,0.445,0.33,0.784433782061173,"N8","TYW1"
3.55811764934438e-05,0.515207517033583,0.243,0.151,0.785739120504719,"N8","SYT7"
3.61068707697398e-05,0.453431874111042,0.602,0.499,0.797348027208165,"N8","ENOSF1"
3.64560019595557e-05,0.543158937517682,0.212,0.126,0.805057891272869,"N8","AKAP17A"
3.64807532225645e-05,0.512999399286235,0.777,0.749,0.805604473413891,"N8","SNX9"
3.71165456402604e-05,0.916742009624808,0.154,0.085,0.819644677373871,"N8","ZNF554"
3.7864433795794e-05,0.354359270710433,0.416,0.302,0.836160291512518,"N8","CCDC171"
3.82858153246708e-05,0.540872557882349,0.558,0.46,0.845465659814706,"N8","FAM135A"
3.88829377471052e-05,0.733149702553471,0.228,0.143,0.858651914269324,"N8","NEK11"
