"week","sender_label","receiver_label","lr","n_k","n_k_sig","median_z","robust_fraction"
9,"Fibroblast2","unknown3","PGF->FLT1",4,0,NA,0
9,"Fibroblast2","unknown3","TGFB1->TGFBR1",4,0,NA,0
9,"Fibroblast2","unknown3","TGFB1->TGFBR2",4,0,NA,0
9,"Fibroblast2","unknown3","VEGFA->KDR",4,0,NA,0
9,"Fibroblast2","vCTB2","CCL2->CCR2",4,0,NA,0
9,"Fibroblast2","vCTB2","CCL5->CCR5",4,0,NA,0
9,"Fibroblast2","vCTB2","CSF1->CSF1R",4,0,NA,0
9,"Fibroblast2","vCTB2","CXCL12->CXCR4",4,0,NA,0
9,"Fibroblast2","vCTB2","HLA-G->LILRB1",4,0,NA,0
9,"Fibroblast2","vCTB2","HLA-G->LILRB2",4,0,NA,0
9,"Fibroblast2","vCTB2","LGALS9->HAVCR2",4,0,NA,0
9,"Fibroblast2","vCTB2","PGF->FLT1",4,0,NA,0
9,"Fibroblast2","vCTB2","TGFB1->TGFBR1",4,0,NA,0
9,"Fibroblast2","vCTB2","TGFB1->TGFBR2",4,0,NA,0
9,"Fibroblast2","vCTB2","VEGFA->KDR",4,0,NA,0
9,"Fibroblast2","vCTBp","CCL2->CCR2",4,0,NA,0
9,"Fibroblast2","vCTBp","CCL5->CCR5",4,0,NA,0
9,"Fibroblast2","vCTBp","CSF1->CSF1R",4,0,NA,0
9,"Fibroblast2","vCTBp","CXCL12->CXCR4",4,0,NA,0
9,"Fibroblast2","vCTBp","HLA-G->LILRB1",4,0,NA,0
9,"Fibroblast2","vCTBp","HLA-G->LILRB2",4,0,NA,0
9,"Fibroblast2","vCTBp","LGALS9->HAVCR2",4,0,NA,0
9,"Fibroblast2","vCTBp","PGF->FLT1",4,0,NA,0
9,"Fibroblast2","vCTBp","TGFB1->TGFBR1",4,0,NA,0
9,"Fibroblast2","vCTBp","TGFB1->TGFBR2",4,0,NA,0
9,"Fibroblast2","vCTBp","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","EVT2","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","EVT2","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","EVT2","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","EVT2","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","EVT2","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","EVT2","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","EVT2","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","EVT2","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","EVT2","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","EVT2","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","EVT2","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","EVT3","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","EVT3","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","EVT3","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","EVT3","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","EVT3","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","EVT3","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","EVT3","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","EVT3","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","EVT3","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","EVT3","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","EVT3","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","Endothelial_cells","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast1","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","Fibroblast2","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","Hofbauer cells","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","STB","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","STB","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","STB","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","STB","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","STB","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","STB","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","STB","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","STB","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","STB","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","STB","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","STB","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","maternal macrophages","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","unknown2","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","unknown2","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","unknown2","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","unknown2","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","unknown2","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","unknown2","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","unknown2","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","unknown2","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","unknown2","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","unknown2","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","unknown2","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","unknown3","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","unknown3","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","unknown3","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","unknown3","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","unknown3","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","unknown3","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","unknown3","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","unknown3","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","unknown3","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","unknown3","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","unknown3","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","vCTB2","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","vCTB2","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","vCTB2","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","vCTB2","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","vCTB2","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","vCTB2","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","vCTB2","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","vCTB2","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","vCTB2","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","vCTB2","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","vCTB2","VEGFA->KDR",4,0,NA,0
9,"Hofbauer cells","vCTBp","CCL2->CCR2",4,0,NA,0
9,"Hofbauer cells","vCTBp","CCL5->CCR5",4,0,NA,0
9,"Hofbauer cells","vCTBp","CSF1->CSF1R",4,0,NA,0
9,"Hofbauer cells","vCTBp","CXCL12->CXCR4",4,0,NA,0
9,"Hofbauer cells","vCTBp","HLA-G->LILRB1",4,0,NA,0
9,"Hofbauer cells","vCTBp","HLA-G->LILRB2",4,0,NA,0
9,"Hofbauer cells","vCTBp","LGALS9->HAVCR2",4,0,NA,0
9,"Hofbauer cells","vCTBp","PGF->FLT1",4,0,NA,0
9,"Hofbauer cells","vCTBp","TGFB1->TGFBR1",4,0,NA,0
9,"Hofbauer cells","vCTBp","TGFB1->TGFBR2",4,0,NA,0
9,"Hofbauer cells","vCTBp","VEGFA->KDR",4,0,NA,0
9,"STB","EVT2","CCL2->CCR2",4,0,NA,0
9,"STB","EVT2","CCL5->CCR5",4,0,NA,0
9,"STB","EVT2","CSF1->CSF1R",4,0,NA,0
9,"STB","EVT2","CXCL12->CXCR4",4,0,NA,0
9,"STB","EVT2","HLA-G->LILRB1",4,0,NA,0
9,"STB","EVT2","HLA-G->LILRB2",4,0,NA,0
9,"STB","EVT2","LGALS9->HAVCR2",4,0,NA,0
9,"STB","EVT2","PGF->FLT1",4,0,NA,0
9,"STB","EVT2","TGFB1->TGFBR1",4,0,NA,0
9,"STB","EVT2","TGFB1->TGFBR2",4,0,NA,0
9,"STB","EVT2","VEGFA->KDR",4,0,NA,0
9,"STB","EVT3","CCL2->CCR2",4,0,NA,0
9,"STB","EVT3","CCL5->CCR5",4,0,NA,0
9,"STB","EVT3","CSF1->CSF1R",4,0,NA,0
9,"STB","EVT3","CXCL12->CXCR4",4,0,NA,0
9,"STB","EVT3","HLA-G->LILRB1",4,0,NA,0
9,"STB","EVT3","HLA-G->LILRB2",4,0,NA,0
9,"STB","EVT3","LGALS9->HAVCR2",4,0,NA,0
9,"STB","EVT3","PGF->FLT1",4,0,NA,0
9,"STB","EVT3","TGFB1->TGFBR1",4,0,NA,0
9,"STB","EVT3","TGFB1->TGFBR2",4,0,NA,0
9,"STB","EVT3","VEGFA->KDR",4,0,NA,0
9,"STB","Endothelial_cells","CCL2->CCR2",4,0,NA,0
9,"STB","Endothelial_cells","CCL5->CCR5",4,0,NA,0
9,"STB","Endothelial_cells","CSF1->CSF1R",4,0,NA,0
9,"STB","Endothelial_cells","CXCL12->CXCR4",4,0,NA,0
9,"STB","Endothelial_cells","HLA-G->LILRB1",4,0,NA,0
9,"STB","Endothelial_cells","HLA-G->LILRB2",4,0,NA,0
9,"STB","Endothelial_cells","LGALS9->HAVCR2",4,0,NA,0
9,"STB","Endothelial_cells","PGF->FLT1",4,0,NA,0
9,"STB","Endothelial_cells","TGFB1->TGFBR1",4,0,NA,0
9,"STB","Endothelial_cells","TGFB1->TGFBR2",4,0,NA,0
9,"STB","Endothelial_cells","VEGFA->KDR",4,0,NA,0
9,"STB","Fibroblast1","CCL2->CCR2",4,0,NA,0
9,"STB","Fibroblast1","CCL5->CCR5",4,0,NA,0
9,"STB","Fibroblast1","CSF1->CSF1R",4,0,NA,0
9,"STB","Fibroblast1","CXCL12->CXCR4",4,0,NA,0
9,"STB","Fibroblast1","HLA-G->LILRB1",4,0,NA,0
9,"STB","Fibroblast1","HLA-G->LILRB2",4,0,NA,0
9,"STB","Fibroblast1","LGALS9->HAVCR2",4,0,NA,0
9,"STB","Fibroblast1","PGF->FLT1",4,0,NA,0
9,"STB","Fibroblast1","TGFB1->TGFBR1",4,0,NA,0
9,"STB","Fibroblast1","TGFB1->TGFBR2",4,0,NA,0
9,"STB","Fibroblast1","VEGFA->KDR",4,0,NA,0
9,"STB","Fibroblast2","CCL2->CCR2",4,0,NA,0
9,"STB","Fibroblast2","CCL5->CCR5",4,0,NA,0
9,"STB","Fibroblast2","CSF1->CSF1R",4,0,NA,0
9,"STB","Fibroblast2","CXCL12->CXCR4",4,0,NA,0
9,"STB","Fibroblast2","HLA-G->LILRB1",4,0,NA,0
9,"STB","Fibroblast2","HLA-G->LILRB2",4,0,NA,0
9,"STB","Fibroblast2","LGALS9->HAVCR2",4,0,NA,0
9,"STB","Fibroblast2","PGF->FLT1",4,0,NA,0
9,"STB","Fibroblast2","TGFB1->TGFBR1",4,0,NA,0
9,"STB","Fibroblast2","TGFB1->TGFBR2",4,0,NA,0
9,"STB","Fibroblast2","VEGFA->KDR",4,0,NA,0
9,"STB","Hofbauer cells","CCL2->CCR2",4,0,NA,0
9,"STB","Hofbauer cells","CCL5->CCR5",4,0,NA,0
9,"STB","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
9,"STB","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
9,"STB","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
9,"STB","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
9,"STB","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
9,"STB","Hofbauer cells","PGF->FLT1",4,0,NA,0
9,"STB","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
9,"STB","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
9,"STB","Hofbauer cells","VEGFA->KDR",4,0,NA,0
9,"STB","STB","CCL2->CCR2",4,0,NA,0
9,"STB","STB","CCL5->CCR5",4,0,NA,0
9,"STB","STB","CSF1->CSF1R",4,0,NA,0
9,"STB","STB","CXCL12->CXCR4",4,0,NA,0
9,"STB","STB","HLA-G->LILRB1",4,0,NA,0
9,"STB","STB","HLA-G->LILRB2",4,0,NA,0
9,"STB","STB","LGALS9->HAVCR2",4,0,NA,0
9,"STB","STB","PGF->FLT1",4,0,NA,0
9,"STB","STB","TGFB1->TGFBR1",4,0,NA,0
9,"STB","STB","TGFB1->TGFBR2",4,0,NA,0
9,"STB","STB","VEGFA->KDR",4,0,NA,0
9,"STB","maternal macrophages","CCL2->CCR2",4,0,NA,0
9,"STB","maternal macrophages","CCL5->CCR5",4,0,NA,0
9,"STB","maternal macrophages","CSF1->CSF1R",4,0,NA,0
9,"STB","maternal macrophages","CXCL12->CXCR4",4,0,NA,0
9,"STB","maternal macrophages","HLA-G->LILRB1",4,0,NA,0
9,"STB","maternal macrophages","HLA-G->LILRB2",4,0,NA,0
9,"STB","maternal macrophages","LGALS9->HAVCR2",4,0,NA,0
9,"STB","maternal macrophages","PGF->FLT1",4,0,NA,0
9,"STB","maternal macrophages","TGFB1->TGFBR1",4,0,NA,0
9,"STB","maternal macrophages","TGFB1->TGFBR2",4,0,NA,0
9,"STB","maternal macrophages","VEGFA->KDR",4,0,NA,0
9,"STB","unknown2","CCL2->CCR2",4,0,NA,0
9,"STB","unknown2","CCL5->CCR5",4,0,NA,0
9,"STB","unknown2","CSF1->CSF1R",4,0,NA,0
9,"STB","unknown2","CXCL12->CXCR4",4,0,NA,0
9,"STB","unknown2","HLA-G->LILRB1",4,0,NA,0
9,"STB","unknown2","HLA-G->LILRB2",4,0,NA,0
9,"STB","unknown2","LGALS9->HAVCR2",4,0,NA,0
9,"STB","unknown2","PGF->FLT1",4,0,NA,0
9,"STB","unknown2","TGFB1->TGFBR1",4,0,NA,0
9,"STB","unknown2","TGFB1->TGFBR2",4,0,NA,0
9,"STB","unknown2","VEGFA->KDR",4,0,NA,0
9,"STB","unknown3","CCL2->CCR2",4,0,NA,0
9,"STB","unknown3","CCL5->CCR5",4,0,NA,0
9,"STB","unknown3","CSF1->CSF1R",4,0,NA,0
9,"STB","unknown3","CXCL12->CXCR4",4,0,NA,0
9,"STB","unknown3","HLA-G->LILRB1",4,0,NA,0
9,"STB","unknown3","HLA-G->LILRB2",4,0,NA,0
9,"STB","unknown3","LGALS9->HAVCR2",4,0,NA,0
9,"STB","unknown3","PGF->FLT1",4,0,NA,0
9,"STB","unknown3","TGFB1->TGFBR1",4,0,NA,0
9,"STB","unknown3","TGFB1->TGFBR2",4,0,NA,0
9,"STB","unknown3","VEGFA->KDR",4,0,NA,0
9,"STB","vCTB2","CCL2->CCR2",4,0,NA,0
9,"STB","vCTB2","CCL5->CCR5",4,0,NA,0
9,"STB","vCTB2","CSF1->CSF1R",4,0,NA,0
9,"STB","vCTB2","CXCL12->CXCR4",4,0,NA,0
9,"STB","vCTB2","HLA-G->LILRB1",4,0,NA,0
9,"STB","vCTB2","HLA-G->LILRB2",4,0,NA,0
9,"STB","vCTB2","LGALS9->HAVCR2",4,0,NA,0
9,"STB","vCTB2","PGF->FLT1",4,0,NA,0
9,"STB","vCTB2","TGFB1->TGFBR1",4,0,NA,0
9,"STB","vCTB2","TGFB1->TGFBR2",4,0,NA,0
9,"STB","vCTB2","VEGFA->KDR",4,0,NA,0
9,"STB","vCTBp","CCL2->CCR2",4,0,NA,0
9,"STB","vCTBp","CCL5->CCR5",4,0,NA,0
9,"STB","vCTBp","CSF1->CSF1R",4,0,NA,0
9,"STB","vCTBp","CXCL12->CXCR4",4,0,NA,0
9,"STB","vCTBp","HLA-G->LILRB1",4,0,NA,0
9,"STB","vCTBp","HLA-G->LILRB2",4,0,NA,0
9,"STB","vCTBp","LGALS9->HAVCR2",4,0,NA,0
9,"STB","vCTBp","PGF->FLT1",4,0,NA,0
9,"STB","vCTBp","TGFB1->TGFBR1",4,0,NA,0
9,"STB","vCTBp","TGFB1->TGFBR2",4,0,NA,0
9,"STB","vCTBp","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","EVT2","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","EVT2","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","EVT2","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","EVT2","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","EVT2","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","EVT2","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","EVT2","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","EVT2","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","EVT2","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","EVT2","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","EVT2","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","EVT3","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","EVT3","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","EVT3","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","EVT3","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","EVT3","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","EVT3","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","EVT3","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","EVT3","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","EVT3","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","EVT3","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","EVT3","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","Endothelial_cells","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","Fibroblast1","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","Fibroblast1","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","Fibroblast1","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","Fibroblast1","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","Fibroblast1","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","Fibroblast1","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","Fibroblast1","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","Fibroblast1","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","Fibroblast1","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","Fibroblast1","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","Fibroblast1","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","Fibroblast2","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","Fibroblast2","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","Fibroblast2","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","Fibroblast2","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","Fibroblast2","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","Fibroblast2","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","Fibroblast2","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","Fibroblast2","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","Fibroblast2","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","Fibroblast2","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","Fibroblast2","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","Hofbauer cells","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","STB","CCL2->CCR2",4,0,NA,0
9,"maternal macrophages","STB","CCL5->CCR5",4,0,NA,0
9,"maternal macrophages","STB","CSF1->CSF1R",4,0,NA,0
9,"maternal macrophages","STB","CXCL12->CXCR4",4,0,NA,0
9,"maternal macrophages","STB","HLA-G->LILRB1",4,0,NA,0
9,"maternal macrophages","STB","HLA-G->LILRB2",4,0,NA,0
9,"maternal macrophages","STB","LGALS9->HAVCR2",4,0,NA,0
9,"maternal macrophages","STB","PGF->FLT1",4,0,NA,0
9,"maternal macrophages","STB","TGFB1->TGFBR1",4,0,NA,0
9,"maternal macrophages","STB","TGFB1->TGFBR2",4,0,NA,0
9,"maternal macrophages","STB","VEGFA->KDR",4,0,NA,0
9,"maternal macrophages","maternal macrophages","CCL2->CCR2",3,0,NA,0
9,"maternal macrophages","maternal macrophages","CCL5->CCR5",3,0,NA,0
9,"maternal macrophages","maternal macrophages","CSF1->CSF1R",3,0,NA,0
9,"maternal macrophages","maternal macrophages","CXCL12->CXCR4",3,0,NA,0
9,"maternal macrophages","maternal macrophages","HLA-G->LILRB1",3,0,NA,0
9,"maternal macrophages","maternal macrophages","HLA-G->LILRB2",3,0,NA,0
9,"maternal macrophages","maternal macrophages","LGALS9->HAVCR2",3,0,NA,0
9,"maternal macrophages","maternal macrophages","PGF->FLT1",3,0,NA,0
9,"maternal macrophages","maternal macrophages","TGFB1->TGFBR1",3,0,NA,0
9,"maternal macrophages","maternal macrophages","TGFB1->TGFBR2",3,0,NA,0
9,"maternal macrophages","maternal macrophages","VEGFA->KDR",3,0,NA,0
9,"maternal macrophages","unknown2","CCL2->CCR2",2,0,NA,0
9,"maternal macrophages","unknown2","CCL5->CCR5",2,0,NA,0
9,"maternal macrophages","unknown2","CSF1->CSF1R",2,0,NA,0
9,"maternal macrophages","unknown2","CXCL12->CXCR4",2,0,NA,0
9,"maternal macrophages","unknown2","HLA-G->LILRB1",2,0,NA,0
